Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
Acacia rhetinocarpa,"Neat Wattle, Resin Wattle (SA)",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,11282,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11282,2026-Aug-28,https://id.biodiversity.org.au/name/apni/69709,Fabaceae,Acacia,rhetinocarpa,-,-,J.Black,-
Acacia ruppii,Rupp's Wattle,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,7559,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7559,2026-Aug-28,https://id.biodiversity.org.au/name/apni/69888,Fabaceae,Acacia,ruppii,-,-,Maiden  E.Betche,-
Acacia sciophanes,"Wundowlin Wattle, Ghost Wattle",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,17877,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17877,2026-Aug-28,https://id.biodiversity.org.au/name/apni/70040,Fabaceae,Acacia,sciophanes,-,-,Maslin,-
Acacia spilleriana,Spiller's Wattle,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,34123,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=34123,2026-Aug-28,https://id.biodiversity.org.au/name/apni/70603,Fabaceae,Acacia,spilleriana,-,-,J.E.Br.,-
Acacia splendens,"Splendid Wattle, Dandaragan Wattle",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,81510,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81510,2026-Aug-28,https://id.biodiversity.org.au/name/apni/205906,Fabaceae,Acacia,splendens,-,-,Maslin  C.P.Elliott,-
Acacia subflexuosa subsp. capillata,Hairy-stemmed Zig-Zag Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64828,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64828,2026-Aug-28,https://id.biodiversity.org.au/name/apni/162213,Fabaceae,Acacia,subflexuosa,subsp.,capillata,-,R.S.Cowan  Maslin
Acacia terminalis subsp. terminalis MS,Sunshine Wattle (Sydney region),Acacia terminalis subsp. Eastern Sydney (G.P.Phillips 126),Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88882,91564,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88882,2026-Aug-28,https://id.biodiversity.org.au/name/apni/140818,Fabaceae,Acacia,terminalis,subsp.,terminalis MS,(Salisb.) J.F.Macbr.,-
Acacia undoolyana,"Undoolya Wattle, Sickle-leaf Wattle",-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3073,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3073,2026-Aug-28,https://id.biodiversity.org.au/name/apni/71509,Fabaceae,Acacia,undoolyana,-,-,G.J.Leach,-
Acacia unguicula,a shrub,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,55592,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55592,2026-Aug-28,https://id.biodiversity.org.au/name/apni/118005,Fabaceae,Acacia,unguicula,-,-,R.S.Cowan  Maslin,-
Acacia vassalii,Vassal's Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,6144,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6144,2026-Aug-28,https://id.biodiversity.org.au/name/apni/71653,Fabaceae,Acacia,vassalii,-,-,Maslin,-
Acacia volubilis,"Tangled Wattle, Tangle Wattle",-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,6476,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6476,2026-Aug-28,https://id.biodiversity.org.au/name/apni/71857,Fabaceae,Acacia,volubilis,-,-,F.Muell.,-
Acacia whibleyana,"Whibley Wattle, Whibley's Wattle",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64497,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64497,2026-Aug-28,https://id.biodiversity.org.au/name/apni/135430,Fabaceae,Acacia,whibleyana,-,-,R.S.Cowan  Maslin,-
Acacia wilsonii,Wilson's Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,65228,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65228,2026-Aug-28,https://id.biodiversity.org.au/name/apni/162214,Fabaceae,Acacia,wilsonii,-,-,Cowan  Maslin,-
Acacia woodmaniorum,Woodman's Wattle,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,85026,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85026,2026-Aug-28,https://id.biodiversity.org.au/name/apni/211580,Fabaceae,Acacia,woodmaniorum,-,-,Maslin  Buscumb,-
Acanthiza iredalei rosinae,Slender-billed Thornbill (Gulf St Vincent),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67080,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67080,2026-Aug-28,-,Acanthizidae,Acanthiza,iredalei,-,rosinae,-,"Mathews, 1913"
Acanthiza lineata whitei,Kangaroo Island Striated Thornbill,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,80759,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=80759,2026-Aug-28,-,Acanthizidae,Acanthiza,lineata,-,whitei,-,"Mathews, 1920"
Acanthiza pusilla magnirostris,"King Island Brown Thornbill, Brown Thornbill (King Island)",-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,91709,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91709,2026-Aug-28,-,Acanthizidae,Acanthiza,pusilla,-,magnirostris,-,"Campbell, 1903"
Acanthocladium dockeri,"Spiny Everlasting, Spiny Daisy",-,Critically Endangered,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,17632,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17632,2026-Aug-28,https://id.biodiversity.org.au/name/apni/72668,Asteraceae,Acanthocladium,dockeri,-,-,F.Muell.,-
Acanthophis hawkei,Plains Death Adder,-,Vulnerable,-,-,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,-,83821,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83821,2026-Aug-28,-,Elapidae,Acanthophis,hawkei,-,-,"Wells  Wellington, 1985",-
Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,82329,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82329,2026-Aug-28,-,Acanthizidae,Acanthornis,magna,-,greeniana,-,"Schodde  Mason, 1999"
Accipiter hiogaster natalis,Christmas Island Goshawk,-,Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,82408,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82408,2026-Aug-28,-,Accipitridae,Accipiter,hiogaster,-,natalis,-,"(Lister,1889)"
Achyranthes arborescens,"Chaff Tree, Soft-wood",-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,65879,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65879,2026-Aug-28,https://id.biodiversity.org.au/name/apni/125816,Amaranthaceae,Achyranthes,arborescens,-,-,R.Br.,-
Achyranthes margaretarum,Phillip Island Chaffy Tree,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,68426,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68426,2026-Aug-28,https://id.biodiversity.org.au/name/apni/178591,Amaranthaceae,Achyranthes,margaretarum,-,-,de Lange,-
Acianthus ledwardii,-,-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,11200,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11200,2026-Aug-28,https://id.biodiversity.org.au/name/apni/73206,Orchidaceae,Acianthus,ledwardii,-,-,Rupp,-
Acriopsis emarginata,Pale Chandelier Orchid,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83928,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83928,2026-Aug-28,https://id.biodiversity.org.au/name/apni/206419,Orchidaceae,Acriopsis,emarginata,-,-,D.L.Jones  M.A.Clem.,-
Acronychia littoralis,Scented Acronychia,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,8582,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8582,2026-Aug-28,https://id.biodiversity.org.au/name/apni/73953,Rutaceae,Acronychia,littoralis,-,-,T.Hartley  J.Williams,-
Acrophyllum australe,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3983,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3983,2026-Aug-28,https://id.biodiversity.org.au/name/apni/74085,Cunoniaceae,Acrophyllum,australe,-,-,(Cunn.) Hoogl.,-
Actephila foetida,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,12078,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12078,2026-Aug-28,https://id.biodiversity.org.au/name/apni/74718,Euphorbiaceae,Actephila,foetida,-,-,Domin,-
Actinotus schwarzii,Desert Flannel-flower,-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18659,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18659,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75177,Apiaceae,Actinotus,schwarzii,-,-,F.Muell.,-
Adclarkia cameroni,Brigalow Woodland Snail,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83886,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83886,2026-Aug-28,-,Camaenidae,Adclarkia,cameroni,-,-,"Stanisic, 2010",-
Adclarkia dawsonensis,"Boggomoss Snail, Dawson River Snail, Dawson Valley Snail",-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,67458,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67458,2026-Aug-28,-,Camaenidae,Adclarkia,dawsonensis,-,-,"Stanisic, 1996",-
Adclarkia dulacca,Dulacca Woodland Snail,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,83885,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83885,2026-Aug-28,-,Camaenidae,Adclarkia,dulacca,-,-,"Stanisic, 2010",-
Adenanthos dobagii,Fitzgerald Woollybush,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21253,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21253,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75620,Proteaceae,Adenanthos,dobagii,-,-,E.C.Nelson,-
Adenanthos ellipticus,Oval-leaf Adenanthos,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,4570,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4570,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75640,Proteaceae,Adenanthos,ellipticus,-,-,A.S.George,-
Adenanthos eyrei,Toolinna Adenanthos,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,7763,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7763,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75647,Proteaceae,Adenanthos,eyrei,-,-,E.C.Nelson,-
Adenanthos pungens subsp. effusus,Sprawling Spiky Adenanthos,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,10742,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10742,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75835,Proteaceae,Adenanthos,pungens,subsp.,effusus,-,E.C.Nelson
Adenanthos pungens subsp. pungens,Spiky Adenanthos,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,19429,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19429,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75842,Proteaceae,Adenanthos,pungens,subsp.,pungens,Meisn.,-
Adenanthos velutinus,Velvet Woollybush,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,21594,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21594,2026-Aug-28,https://id.biodiversity.org.au/name/apni/75937,Proteaceae,Adenanthos,velutinus,-,-,Meissner,-
Advena campbellii,Campbell's Keeled Glass-snail,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,81250,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81250,2026-Aug-28,-,Microcystidae,Advena,campbellii,-,-,"Gray, 1834",-
Aipysurus apraefrontalis,"Short-nosed Sea Snake, Short-nosed Seasnake",-,Critically Endangered,-,-,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,Yes,1115,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1115,2026-Aug-28,-,Elapidae,Aipysurus,apraefrontalis,-,-,"M.A. Smith, 1926",-
Aipysurus foliosquama,"Leaf-scaled Sea Snake, Leaf-scaled Seasnake",-,Critically Endangered,-,-,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,Yes,1118,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1118,2026-Aug-28,-,Elapidae,Aipysurus,foliosquama,-,-,"M.A. Smith, 1926",-
Aipysurus fuscus,Dusky Sea Snake,-,Endangered,-,-,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,Yes,1119,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1119,2026-Aug-28,-,Elapidae,Aipysurus,fuscus,-,-,"(Tschudi, 1837)",-
Alectryon ramiflorus,Isis Tamarind,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,6416,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6416,2026-Aug-28,https://id.biodiversity.org.au/name/apni/81075,Sapindaceae,Alectryon,ramiflorus,-,-,S.T.Reynolds,-
Allocasuarina defungens,Dwarf Heath Casuarina,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21924,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21924,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82241,Casuarinaceae,Allocasuarina,defungens,-,-,L.Johnson,-
Allocasuarina emuina,"Emu Mountain Sheoak, Mt Emu She-oak",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,21926,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21926,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82257,Casuarinaceae,Allocasuarina,emuina,-,-,L.Johnson,-
Allocasuarina fibrosa,Woolly Sheoak,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,17455,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17455,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82264,Casuarinaceae,Allocasuarina,fibrosa,-,-,(C.A.Gardner) L.A.S.Johnson,-
Allocasuarina glareicola,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21932,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21932,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82270,Casuarinaceae,Allocasuarina,glareicola,-,-,L.Johnson,-
Allocasuarina portuensis,Nielsen Park She-oak,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21937,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21937,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82332,Casuarinaceae,Allocasuarina,portuensis,-,-,L.A.S.Johnson,-
Allocasuarina robusta,Mount Compass Oak-bush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,16377,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16377,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82344,Casuarinaceae,Allocasuarina,robusta,-,-,(Macklin) L.A.S.Johnson,-
Allocasuarina simulans,Nabiac Casuarina,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21935,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21935,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82349,Casuarinaceae,Allocasuarina,simulans,-,-,L.A.S.Johnson,-
Allocasuarina thalassoscopica,-,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,21927,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21927,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82358,Casuarinaceae,Allocasuarina,thalassoscopica,-,-,L.A.S.Johnson,-
Allocasuarina tortiramula,Twisted Sheoak,-,Vulnerable,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,22124,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22124,2026-Aug-28,https://id.biodiversity.org.au/name/apni/82361,Casuarinaceae,Allocasuarina,tortiramula,-,-,E.M.Benn.,-
Alloxylon flammeum,"Red Silky Oak, Queensland Waratah, Tree Waratah",-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,56400,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56400,2026-Aug-28,https://id.biodiversity.org.au/name/apni/118923,Proteaceae,Alloxylon,flammeum,-,-,P.H.Weston  Crisp,-
Almaleea cambagei,Torrington Pea,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,56308,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56308,2026-Aug-28,https://id.biodiversity.org.au/name/apni/118817,Fabaceae,Almaleea,cambagei,-,-,(Miaden  Betche) Crisp  P.H.Weston,-
Ammobium craspedioides,Yass Daisy,-,Vulnerable,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20758,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20758,2026-Aug-28,https://id.biodiversity.org.au/name/apni/85943,Asteraceae,Ammobium,craspedioides,-,-,Benth.,-
Ammoniropa vigens,Ammonite Pinwheel Snail,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,90200,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90200,2026-Aug-28,-,Charopidae,Ammoniropa,vigens,-,-,"(Legrand, 1871)",-
Amperea xiphoclada var. pedicellata,-,-,Extinct,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55225,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55225,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117602,Euphorbiaceae,Amperea,xiphoclada,var.,pedicellata,-,R.J.F.Hend.
Amphibromus fluitans,"River Swamp Wallaby-grass, Floating Swamp Wallaby-grass",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,19215,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19215,2026-Aug-28,https://id.biodiversity.org.au/name/apni/86430,Poaceae,Amphibromus,fluitans,-,-,Kirk,-
Amphibromus whitei,-,-,Extinct,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,3590,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3590,2026-Aug-28,https://id.biodiversity.org.au/name/apni/86466,Poaceae,Amphibromus,whitei,-,-,C.E.Hubb.,-
Amphiprion mccullochi,"Whitesnout Anemonefish, McCulloch's Anemonefish",-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,76925,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76925,2026-Aug-28,-,Pomacentridae,Amphiprion,mccullochi,-,-,"Whitley, 1929",-
Amyema plicatula,-,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,81879,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81879,2026-Aug-28,https://id.biodiversity.org.au/name/apni/154737,Loranthaceae,Amyema,plicatula,-,-,(K.Krause) Danser,-
Amytornis barbatus barbatus,"Bulloo Grey Grasswren, Grey Grasswren (Bulloo)",-,Endangered,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67065,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67065,2026-Aug-28,-,Maluridae,Amytornis,barbatus,-,barbatus,"Favaloro  McEvey, 1968",-
Amytornis dorotheae,Carpentarian Grasswren,-,Endangered,-,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,558,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=558,2026-Aug-28,-,Maluridae,Amytornis,dorotheae,-,-,"(Mathews,1914)",-
Amytornis merrotsyi merrotsyi,Short-tailed Grasswren (Flinders Ranges),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86269,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86269,2026-Aug-28,-,Maluridae,Amytornis,merrotsyi,-,merrotsyi,"Mellor, 1913",-
Amytornis merrotsyi pedleri,"Gawler Ranges Short-tailed Grasswren, Short-tailed Grasswren (Gawler Ranges)",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86270,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86270,2026-Aug-28,-,Maluridae,Amytornis,merrotsyi,-,pedleri,-,"Christidis, Horton  Norman, 2008"
Amytornis modestus,Thick-billed Grasswren,-,Vulnerable,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,84121,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84121,2026-Aug-28,-,Maluridae,Amytornis,modestus,-,-,"(North, 1902)",-
Amytornis modestus obscurior,"Grey Range Thick-billed Grasswren, Thick-billed Grasswren (north-west NSW)",-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86183,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86183,2026-Aug-28,-,Maluridae,Amytornis,modestus,-,obscurior,-,"Mathews, 1923"
Amytornis striatus howei,"Murray Mallee Striated Grasswren, Striated Grasswren (sandplain)",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,91648,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91648,2026-Aug-28,-,Maluridae,Amytornis,striatus,-,howei,-,"(Mathews, 1912)"
Amytornis striatus striatus,"Mukarrthippi Grasswren, Striated Grasswren (sandplain)",-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26001,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26001,2026-Aug-28,-,Maluridae,Amytornis,striatus,-,striatus,-,"(Gould, 1839)"
Amytornis textilis myall,Western Grasswren (Gawler Ranges),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64454,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64454,2026-Aug-28,-,Maluridae,Amytornis,textilis,-,myall,-,"(Mathews, 1916)"
Amytornis woodwardi,"White-throated Grasswren, Yirlinkirrkirr",-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,564,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=564,2026-Aug-28,-,Maluridae,Amytornis,woodwardi,-,-,"Hartert,1905",-
